age;job;marital;education;default;balance;housing;loan;contact;day;month;duration;campaign;pdays;previous;poutcome;do_not_disturb;y
64;housemaid;married;tertiary;no;-580;no;no;unknown;27;feb;100;10;131;2;unknown;0;no
40;technician;married;secondary;no;3965;no;no;cellular;5;feb;295;4;391;0;unknown;0;no
47;retired;single;secondary;no;4167;yes;no;cellular;2;jul;533;4;96;1;unknown;0;no
70;technician;single;secondary;no;3288;yes;no;cellular;10;jul;437;9;171;0;unknown;0;no
69;services;married;secondary;no;191;no;no;cellular;23;may;148;5;83;1;other;0;yes
51;unemployed;single;tertiary;no;2244;no;no;cellular;26;jan;298;2;180;2;unknown;0;yes
39;management;married;tertiary;no;5579;no;no;cellular;18;apr;411;9;310;2;unknown;0;yes
65;services;married;secondary;no;2832;no;no;cellular;18;feb;120;1;285;3;unknown;0;no
65;student;divorced;tertiary;no;-3033;no;no;unknown;21;feb;172;5;35;5;unknown;0;no
61;technician;married;secondary;yes;-486;yes;no;telephone;28;apr;286;5;369;0;unknown;0;yes
23;services;married;secondary;no;-625;yes;yes;unknown;27;aug;317;8;251;1;unknown;0;yes
52;student;married;secondary;no;-862;yes;no;unknown;18;sep;295;7;271;3;unknown;1;no
62;unemployed;married;secondary;no;-4933;yes;no;cellular;10;oct;364;7;306;2;unknown;0;yes
86;admin.;single;tertiary;no;7071;yes;yes;telephone;3;apr;263;10;264;3;success;0;yes
55;retired;divorced;tertiary;no;-1228;yes;no;cellular;5;jul;94;7;348;1;unknown;0;yes
42;unemployed;single;tertiary;no;-1011;yes;no;unknown;19;oct;130;1;276;1;success;0;yes
58;services;single;secondary;no;-4425;yes;yes;unknown;2;jun;64;1;395;4;unknown;0;no
30;unemployed;married;tertiary;no;3999;no;no;cellular;25;jan;127;4;269;1;other;0;yes
24;entrepreneur;single;secondary;no;1127;no;no;cellular;14;jun;332;1;333;0;unknown;0;yes
66;services;married;secondary;no;347;no;no;cellular;26;jan;65;10;213;3;unknown;0;yes
89;housemaid;married;secondary;no;505;no;no;unknown;25;may;433;9;128;3;unknown;1;no
78;retired;divorced;tertiary;no;3163;yes;yes;cellular;16;apr;22;8;203;4;unknown;0;yes
60;student;married;tertiary;no;-40;yes;no;cellular;12;nov;260;8;56;3;unknown;0;yes
20;admin.;married;secondary;no;-4566;yes;no;unknown;4;sep;387;7;187;1;failure;0;no
89;management;married;tertiary;no;-2474;yes;no;cellular;27;aug;309;4;289;2;unknown;0;no
50;entrepreneur;single;secondary;no;-2630;no;no;cellular;19;dec;149;1;303;3;unknown;0;yes
38;self-employed;married;secondary;no;2225;no;yes;cellular;12;dec;246;2;153;0;unknown;0;yes
82;services;married;tertiary;no;4190;yes;no;cellular;5;apr;72;6;183;0;unknown;0;yes
71;student;single;tertiary;no;5797;no;no;cellular;24;jul;44;3;227;5;unknown;0;yes
71;services;married;tertiary;no;-3504;yes;no;cellular;2;jul;264;11;49;4;unknown;0;yes
37;retired;divorced;tertiary;no;3260;yes;no;cellular;19;jan;29;10;248;4;unknown;0;yes
89;management;married;secondary;no;-445;no;no;cellular;6;jan;268;8;192;3;unknown;0;no
50;retired;single;unknown;no;10170;no;no;unknown;18;may;511;5;296;5;unknown;0;no
56;self-employed;divorced;tertiary;no;5550;no;no;unknown;3;jan;280;9;252;2;unknown;0;yes
72;housemaid;married;secondary;no;6505;no;no;cellular;23;sep;173;5;65;0;unknown;0;no
65;housemaid;single;primary;no;3807;yes;no;cellular;13;jan;187;6;223;3;unknown;1;yes
30;services;married;secondary;no;2545;no;no;unknown;13;mar;402;8;131;0;unknown;0;no
39;student;single;tertiary;no;192;no;no;cellular;27;feb;158;4;244;5;unknown;0;yes
44;retired;divorced;unknown;no;-397;yes;no;unknown;6;jun;126;6;249;3;unknown;1;no
86;entrepreneur;single;tertiary;no;-1000;yes;no;unknown;19;nov;33;4;149;3;unknown;0;no
69;entrepreneur;divorced;secondary;no;3252;no;no;unknown;16;jan;41;2;243;4;unknown;0;no
44;entrepreneur;single;primary;no;6081;yes;no;cellular;20;aug;398;9;64;2;unknown;0;no
70;unemployed;single;secondary;no;329;no;no;cellular;19;jul;122;11;148;3;success;0;no
71;blue-collar;married;secondary;no;-767;yes;no;cellular;23;nov;331;6;286;2;unknown;0;no
46;entrepreneur;single;primary;no;-3050;yes;no;cellular;10;aug;347;1;204;1;unknown;1;no
47;self-employed;divorced;primary;no;2134;no;no;cellular;7;nov;28;4;9;1;unknown;0;yes
82;retired;single;primary;no;5087;no;no;cellular;19;sep;60;10;178;0;failure;0;no
58;blue-collar;married;secondary;no;5237;yes;no;telephone;17;oct;335;8;97;5;unknown;0;yes
28;technician;married;tertiary;yes;5535;yes;no;cellular;26;jun;248;3;357;2;unknown;0;no
69;management;single;secondary;no;2646;yes;no;cellular;20;may;184;11;372;3;failure;0;no
60;housemaid;divorced;secondary;no;1670;no;no;cellular;7;jul;312;2;21;1;unknown;0;yes
54;entrepreneur;married;secondary;no;5246;yes;yes;cellular;9;feb;422;5;143;2;unknown;0;no
70;services;married;unknown;no;-1930;yes;no;telephone;20;sep;212;6;232;2;success;0;yes
83;unemployed;married;tertiary;no;77;yes;no;unknown;11;feb;106;2;129;5;unknown;0;no
41;housemaid;married;secondary;no;6532;yes;no;unknown;26;dec;243;3;289;5;success;0;yes
48;technician;divorced;tertiary;no;-1823;yes;no;unknown;20;jan;59;8;44;3;unknown;0;no
31;admin.;married;tertiary;no;1296;yes;no;cellular;11;feb;248;1;338;1;unknown;0;yes
64;retired;married;tertiary;no;3293;no;no;unknown;23;mar;220;5;95;0;unknown;0;yes
46;entrepreneur;married;secondary;no;1648;no;no;cellular;20;mar;56;8;91;5;unknown;0;yes
42;management;married;secondary;no;4848;yes;no;unknown;11;jan;139;7;131;4;unknown;1;no
68;self-employed;divorced;secondary;no;5977;yes;no;cellular;12;dec;155;5;373;2;unknown;0;yes
47;self-employed;married;secondary;no;2838;no;yes;telephone;18;sep;366;11;107;5;unknown;0;no
51;blue-collar;married;secondary;no;5570;yes;yes;cellular;7;apr;44;6;97;4;failure;0;yes
49;retired;married;secondary;no;-1386;yes;no;cellular;19;may;58;6;95;4;unknown;0;no
36;admin.;divorced;secondary;no;927;no;no;cellular;10;mar;145;8;54;1;unknown;0;yes
27;self-employed;divorced;secondary;no;8615;yes;yes;cellular;27;jul;332;4;371;2;unknown;0;yes
77;self-employed;married;secondary;no;7228;yes;no;cellular;17;may;365;5;260;2;success;0;yes
24;retired;single;primary;no;-2430;no;no;unknown;23;jun;272;11;221;4;unknown;1;no
41;blue-collar;married;secondary;no;1361;no;no;cellular;16;may;362;3;49;5;other;0;yes
66;housemaid;single;secondary;no;1808;no;yes;telephone;6;apr;452;8;14;2;unknown;0;no
27;entrepreneur;married;tertiary;no;2649;yes;yes;unknown;19;jul;251;9;118;3;unknown;0;no
65;technician;single;secondary;no;5222;yes;no;cellular;18;feb;59;4;372;2;unknown;0;no
70;entrepreneur;divorced;primary;no;6917;no;no;unknown;5;jul;204;4;209;2;unknown;0;no
65;student;married;primary;no;1512;no;yes;cellular;27;jul;52;4;322;3;unknown;0;no
39;housemaid;married;secondary;no;4765;no;yes;cellular;3;feb;298;5;117;5;unknown;0;no
19;blue-collar;married;secondary;no;3344;yes;no;cellular;11;nov;121;7;34;0;success;1;yes
81;blue-collar;married;secondary;no;1336;no;no;unknown;4;dec;242;9;86;1;unknown;0;yes
41;services;married;secondary;no;-3694;yes;no;cellular;22;sep;203;4;89;1;unknown;0;no
75;entrepreneur;married;tertiary;no;4455;no;no;cellular;13;dec;143;6;238;3;unknown;0;no
32;services;divorced;secondary;yes;3215;no;no;cellular;16;dec;265;9;72;3;unknown;0;no
29;management;married;primary;no;2568;yes;no;unknown;26;sep;195;1;391;5;unknown;0;yes
74;services;divorced;secondary;no;-1543;yes;no;unknown;13;may;93;3;274;0;unknown;0;yes
85;management;married;tertiary;no;7277;no;no;cellular;14;mar;0;2;159;4;unknown;0;no
79;retired;married;secondary;no;1857;no;no;cellular;16;nov;291;3;238;2;unknown;0;no
72;admin.;married;tertiary;no;-2024;yes;yes;telephone;26;jun;21;10;283;0;unknown;0;no
35;entrepreneur;divorced;secondary;no;-2506;yes;no;unknown;12;sep;578;3;305;4;failure;0;yes
83;retired;married;primary;no;3432;no;no;cellular;7;nov;477;11;1;0;unknown;0;yes
66;student;married;secondary;no;3521;yes;no;telephone;9;dec;97;10;200;5;unknown;1;no
30;technician;single;tertiary;no;10;yes;no;cellular;16;sep;345;5;153;1;failure;0;no
27;entrepreneur;single;unknown;no;2787;yes;yes;cellular;22;apr;447;2;116;1;unknown;0;yes
80;technician;single;tertiary;no;3402;yes;no;cellular;25;jan;102;3;256;1;unknown;1;no
37;unemployed;married;secondary;no;1819;yes;no;unknown;15;oct;290;7;92;5;unknown;0;yes
73;blue-collar;married;tertiary;no;-704;no;yes;telephone;14;jan;194;6;97;4;unknown;0;no
27;retired;single;secondary;no;4284;no;no;cellular;27;jul;356;10;263;2;unknown;0;no
38;entrepreneur;single;secondary;no;3912;yes;yes;telephone;19;apr;130;4;20;2;unknown;0;no
38;self-employed;single;tertiary;yes;3103;yes;no;cellular;1;jun;422;2;145;0;unknown;0;yes
38;management;married;unknown;no;-1101;no;no;cellular;19;nov;191;8;300;3;unknown;0;yes
66;self-employed;married;secondary;no;-2593;yes;yes;unknown;22;jun;156;11;156;4;unknown;0;no
83;services;divorced;secondary;no;1629;no;no;cellular;22;feb;349;7;112;0;unknown;0;no
83;management;single;secondary;no;4188;yes;no;unknown;5;jun;400;8;79;0;failure;0;no
71;management;married;secondary;no;4521;no;no;unknown;15;feb;247;7;193;4;unknown;0;no
32;student;divorced;primary;no;3153;yes;no;telephone;22;nov;360;3;313;4;unknown;0;no
87;technician;single;tertiary;no;48;no;no;cellular;27;jan;288;7;30;2;unknown;0;no
57;retired;married;primary;no;-1012;no;no;unknown;25;dec;87;11;241;4;unknown;0;yes
57;retired;married;tertiary;no;1349;yes;no;cellular;23;mar;44;11;312;3;unknown;0;yes
68;housemaid;single;secondary;no;1377;no;no;cellular;22;aug;145;10;83;3;unknown;0;no
73;blue-collar;married;secondary;no;4721;yes;no;cellular;10;nov;802;6;272;1;success;0;yes
86;student;single;secondary;no;-39;yes;no;cellular;17;mar;46;1;163;4;unknown;0;no
59;housemaid;single;secondary;no;210;no;no;telephone;1;dec;397;5;1;4;unknown;0;no
61;entrepreneur;married;secondary;no;7564;no;no;cellular;4;jun;67;10;280;4;success;0;no
71;housemaid;divorced;secondary;no;6053;yes;no;cellular;8;jul;70;11;285;1;unknown;0;no
36;technician;married;tertiary;no;-1248;yes;no;cellular;27;may;97;7;274;2;unknown;0;no
40;retired;married;secondary;no;5806;yes;yes;unknown;7;dec;64;1;26;1;unknown;0;yes
63;unemployed;single;secondary;no;-1965;yes;no;telephone;10;sep;93;10;176;3;unknown;0;no
22;services;single;tertiary;no;97;yes;no;cellular;23;may;75;10;65;2;unknown;0;no
41;technician;married;secondary;no;439;yes;no;unknown;1;jan;1;7;259;2;unknown;1;no
69;technician;single;tertiary;no;1167;yes;no;unknown;5;nov;190;5;176;5;unknown;0;no
88;housemaid;divorced;unknown;no;3259;no;no;telephone;1;aug;253;9;246;3;failure;0;yes
55;entrepreneur;single;tertiary;no;1719;no;no;cellular;17;feb;62;4;350;5;unknown;0;yes
46;management;single;secondary;no;3244;no;yes;cellular;21;jun;345;10;28;3;unknown;0;no
49;housemaid;married;tertiary;no;194;yes;no;cellular;27;apr;87;4;91;4;failure;0;yes
67;entrepreneur;married;secondary;no;2522;yes;no;unknown;24;apr;189;9;230;1;unknown;0;yes
57;housemaid;single;secondary;yes;1636;yes;no;cellular;21;jun;213;8;370;2;unknown;0;no
19;student;married;unknown;no;-2764;yes;no;telephone;23;jan;236;1;13;2;unknown;1;no
56;self-employed;single;secondary;no;2849;yes;no;unknown;26;mar;670;1;333;4;unknown;0;no
46;technician;married;tertiary;no;1688;yes;no;cellular;16;jan;378;8;318;3;unknown;0;yes
68;housemaid;married;secondary;no;-741;no;yes;cellular;4;dec;185;5;73;1;failure;0;no
81;retired;married;primary;yes;125;no;yes;cellular;18;nov;11;10;329;4;failure;0;no
87;retired;married;secondary;no;199;yes;no;telephone;9;feb;546;9;231;4;failure;0;yes
61;entrepreneur;married;tertiary;no;665;yes;no;cellular;26;jul;187;11;15;0;unknown;0;no
44;unemployed;single;secondary;no;6676;no;yes;cellular;15;mar;85;3;14;2;failure;0;yes
49;retired;single;tertiary;no;7670;no;yes;cellular;19;jul;90;9;128;3;unknown;0;no
30;student;married;secondary;no;-6778;yes;no;cellular;15;jun;634;5;210;5;failure;0;yes
85;technician;married;tertiary;no;2864;no;no;cellular;10;jan;196;4;311;5;unknown;0;no
79;technician;single;secondary;no;4264;yes;no;cellular;26;oct;310;5;34;1;unknown;0;yes
79;admin.;married;tertiary;no;751;no;yes;cellular;27;oct;179;10;263;2;unknown;1;yes
41;housemaid;married;secondary;no;4184;no;no;cellular;26;jan;206;6;265;0;unknown;0;yes
41;retired;married;secondary;no;6362;yes;no;cellular;28;mar;135;1;150;0;unknown;0;yes
79;retired;single;tertiary;no;-2715;yes;yes;unknown;1;feb;504;6;102;2;unknown;0;yes
57;entrepreneur;divorced;primary;no;1801;no;no;cellular;18;may;228;9;100;5;unknown;0;no
68;retired;single;secondary;no;7270;no;no;cellular;12;jun;61;9;176;2;unknown;0;yes
53;unemployed;divorced;tertiary;no;-2313;no;no;cellular;16;aug;298;6;113;1;unknown;0;no
49;admin.;divorced;tertiary;no;1054;yes;no;cellular;13;aug;197;9;225;1;unknown;0;no
63;technician;married;tertiary;no;54;no;no;cellular;27;feb;296;10;43;4;failure;0;no
76;student;married;tertiary;no;4555;no;no;telephone;23;jun;153;1;278;3;unknown;0;no
42;retired;married;tertiary;no;4973;no;yes;cellular;22;oct;111;6;399;2;unknown;0;no
76;technician;married;secondary;no;1886;yes;no;unknown;19;nov;398;10;84;2;unknown;0;yes
35;retired;single;secondary;no;1496;yes;yes;unknown;4;nov;591;5;268;5;unknown;0;yes
47;management;married;tertiary;no;-3757;no;no;cellular;6;apr;151;11;288;0;unknown;0;no
83;management;married;tertiary;no;5669;yes;no;cellular;27;jul;236;10;217;4;unknown;0;no
86;management;married;primary;no;340;yes;no;cellular;2;feb;111;3;116;5;unknown;0;yes
84;housemaid;single;secondary;no;973;yes;no;cellular;21;may;37;4;393;4;unknown;0;yes
40;technician;single;secondary;no;4314;no;no;cellular;17;apr;211;5;248;3;unknown;0;yes
78;management;divorced;tertiary;no;1992;no;no;unknown;21;apr;292;6;144;3;unknown;0;no
85;blue-collar;married;secondary;no;4411;no;no;cellular;28;nov;123;8;101;5;unknown;0;no
88;blue-collar;married;tertiary;no;3210;no;no;unknown;12;sep;111;10;347;0;unknown;0;no
19;self-employed;divorced;tertiary;no;2011;no;no;cellular;17;nov;460;7;287;4;unknown;0;no
71;student;single;secondary;no;2331;yes;no;unknown;1;may;132;1;355;1;unknown;0;no
89;management;single;secondary;no;-1968;yes;no;cellular;10;may;123;10;296;0;unknown;0;no
73;blue-collar;married;secondary;no;953;no;yes;cellular;8;oct;47;4;43;0;unknown;0;no
34;admin.;married;secondary;no;4652;no;no;cellular;24;jan;38;4;310;0;unknown;0;yes
72;unemployed;divorced;secondary;no;-1295;no;no;cellular;10;sep;513;10;396;3;unknown;1;yes
25;technician;single;secondary;no;-745;yes;no;cellular;9;sep;342;9;3;0;unknown;0;no
52;admin.;single;tertiary;no;-1238;no;yes;telephone;13;may;477;10;298;4;failure;0;no
63;entrepreneur;married;secondary;no;1860;yes;no;unknown;17;dec;51;11;313;0;unknown;0;no
50;technician;married;primary;no;5607;yes;yes;unknown;20;mar;292;2;133;1;other;0;yes
68;blue-collar;married;secondary;no;3041;yes;no;cellular;28;may;429;2;346;2;unknown;0;yes
35;technician;single;tertiary;no;-5130;yes;no;cellular;13;may;335;5;157;5;unknown;0;no
61;housemaid;married;secondary;no;3345;yes;no;unknown;18;may;536;11;166;0;unknown;0;no
64;housemaid;married;secondary;no;73;no;no;unknown;11;may;300;4;22;2;failure;0;yes
63;unemployed;married;tertiary;no;2928;yes;no;cellular;17;jun;219;4;146;0;unknown;0;no
38;self-employed;divorced;primary;no;951;no;no;cellular;7;dec;250;11;312;1;unknown;0;no
39;retired;married;secondary;no;-1181;yes;no;cellular;7;jun;303;11;216;3;unknown;0;yes
36;services;married;secondary;no;1185;yes;no;cellular;22;aug;339;7;117;4;unknown;0;no
51;technician;single;tertiary;no;75;yes;no;unknown;19;sep;449;7;289;3;unknown;0;yes
60;services;single;tertiary;no;2323;yes;no;cellular;23;aug;61;5;132;3;success;0;yes
44;services;single;primary;no;-1258;yes;yes;telephone;21;apr;213;10;150;2;unknown;0;no
47;management;divorced;tertiary;no;-1974;yes;no;cellular;11;apr;98;10;203;1;unknown;0;no
38;services;married;tertiary;no;3596;yes;no;cellular;22;may;102;3;31;3;unknown;0;no
33;unemployed;divorced;tertiary;no;4726;yes;no;cellular;7;may;322;8;199;4;other;0;yes
65;technician;divorced;tertiary;no;3140;no;no;cellular;1;oct;473;6;286;3;unknown;0;yes
76;unemployed;married;tertiary;no;-546;yes;no;cellular;7;jun;480;8;77;0;failure;0;no
38;management;single;secondary;no;-820;yes;no;cellular;20;dec;307;5;220;5;unknown;0;yes
79;entrepreneur;married;secondary;no;-647;yes;no;cellular;19;dec;629;7;-1;1;unknown;0;yes
59;blue-collar;married;tertiary;no;4071;yes;no;unknown;21;sep;141;8;328;3;unknown;0;no
30;self-employed;married;secondary;no;-1075;no;yes;unknown;22;sep;399;5;283;4;unknown;0;yes
44;retired;married;secondary;no;4052;yes;no;cellular;7;feb;43;3;287;5;unknown;0;yes
18;management;divorced;tertiary;no;3310;no;no;unknown;22;feb;408;2;171;3;unknown;0;no
20;unemployed;married;tertiary;no;5113;no;no;cellular;14;sep;123;11;234;5;unknown;0;no
42;entrepreneur;single;tertiary;no;4589;yes;no;cellular;25;dec;195;7;285;2;unknown;0;yes
50;retired;married;tertiary;no;3027;no;yes;cellular;1;oct;266;5;141;0;unknown;0;no
75;unemployed;married;primary;no;-3006;no;no;unknown;22;apr;182;5;151;0;success;0;yes
27;blue-collar;married;tertiary;no;3230;no;no;telephone;20;sep;292;5;126;5;unknown;0;no
78;management;married;unknown;no;1746;no;no;unknown;14;aug;568;5;145;0;unknown;0;no
34;management;single;primary;no;280;yes;no;cellular;25;jan;367;5;270;5;other;0;no
27;self-employed;divorced;secondary;no;5486;yes;no;unknown;8;nov;66;11;362;2;unknown;0;no
68;entrepreneur;married;tertiary;no;945;yes;no;unknown;11;may;282;5;85;5;unknown;0;no
73;technician;divorced;secondary;no;-188;no;no;unknown;11;aug;4;8;103;5;unknown;0;yes
61;student;single;primary;no;4772;yes;yes;unknown;14;may;488;6;11;0;success;0;no
26;entrepreneur;single;secondary;no;184;yes;yes;cellular;8;dec;119;9;149;3;unknown;0;yes
26;admin.;married;secondary;no;-338;no;yes;cellular;20;jun;355;1;316;0;failure;0;yes
46;housemaid;married;secondary;no;-1981;yes;no;cellular;3;nov;348;9;137;1;unknown;0;yes
50;unemployed;divorced;tertiary;no;-1060;yes;no;unknown;1;dec;208;3;-1;5;unknown;0;no
89;student;single;secondary;no;-803;yes;no;cellular;5;jan;202;5;73;5;failure;0;no
38;blue-collar;married;tertiary;no;3263;no;yes;cellular;13;jun;87;7;81;0;unknown;0;no
31;blue-collar;single;primary;no;-1657;yes;no;cellular;1;sep;665;7;76;5;failure;0;yes
86;management;married;secondary;no;-4173;yes;no;cellular;18;nov;28;1;328;1;unknown;0;yes
29;management;single;secondary;no;2309;no;no;cellular;6;sep;444;6;378;2;unknown;0;yes
19;unemployed;married;tertiary;no;-501;yes;no;cellular;22;aug;386;2;176;3;unknown;0;yes
48;self-employed;divorced;unknown;no;1351;yes;yes;unknown;24;may;343;3;32;1;failure;0;no
46;self-employed;married;secondary;no;5247;no;yes;cellular;24;feb;196;6;383;0;unknown;0;yes
62;housemaid;married;unknown;no;1614;yes;no;unknown;16;nov;75;7;282;1;unknown;0;no
81;unemployed;single;primary;no;5928;yes;no;cellular;15;jan;9;6;327;0;unknown;0;no
85;blue-collar;married;secondary;no;1195;no;no;cellular;11;oct;65;5;40;3;unknown;0;yes
38;management;divorced;tertiary;no;4420;no;no;unknown;4;jan;293;1;52;3;unknown;0;yes
88;housemaid;single;secondary;no;-242;yes;no;telephone;7;may;398;1;58;1;unknown;0;no
63;management;married;tertiary;no;1723;no;no;cellular;7;nov;282;5;399;5;unknown;1;yes
23;services;married;secondary;no;-1398;no;no;unknown;17;mar;271;11;291;4;unknown;0;no
85;self-employed;divorced;tertiary;no;-1042;no;no;cellular;1;apr;428;9;333;2;unknown;0;no
27;unemployed;single;secondary;no;726;no;no;cellular;28;mar;197;5;249;2;failure;0;yes
60;management;divorced;secondary;no;-2585;no;no;telephone;4;sep;221;3;137;2;unknown;0;no
74;self-employed;married;secondary;no;1878;yes;no;telephone;10;mar;89;4;137;3;unknown;0;yes
35;student;divorced;tertiary;no;491;yes;no;telephone;10;sep;405;6;33;5;unknown;0;no
37;management;married;secondary;no;2103;yes;no;cellular;24;aug;181;7;93;1;unknown;0;yes
52;blue-collar;single;secondary;no;-2539;yes;no;cellular;18;nov;218;7;256;1;other;0;yes
81;blue-collar;married;primary;no;3505;no;no;cellular;27;aug;37;5;163;2;failure;0;no
34;entrepreneur;married;primary;no;6492;yes;no;cellular;26;may;251;7;214;1;unknown;0;no
65;student;divorced;primary;no;5859;yes;no;cellular;23;feb;191;11;348;3;unknown;0;yes
50;unemployed;divorced;tertiary;no;7111;yes;no;telephone;5;jun;270;5;45;0;other;0;no
